Ward,Division,WardDiv,Ward-Division,Top Bullet,Top Bullet Votes,Top Pair,Top Pair Votes,0 Votes,1 Votes,2 Votes,3 Votes,4 Votes,5 Votes,Neilson,Rizzo,Wyatt,Gym,Domb,Green,Steinke,Reynolds Brown,Goode,Aument-Loughrey,Cohen,Alexander,Thomas,Greenlee,Cain,Ayers,Write in,Wyatt & Neilson,Green & Greenlee,Green & Domb,Domb & Rizzo,Greenlee & Neilson,Neilson & Rizzo,Domb & Gym,Wyatt & Greenlee,Greenlee & Gym,Wyatt & Cohen,Green & Rizzo,Steinke & Rizzo,Steinke & Goode,Domb & Steinke,Green & Wyatt,Cohen & Gym,Reynolds-Brown & Neilson,Cohen & Thomas,Wyatt & Rizzo,Domb & Neilson,Wyatt & Gym,Domb & Wyatt,Gym & Thomas,Reynolds-Brown & Steinke,Wyatt & Steinke,Green & Gym,Steinke & Gym,Ayers & Gym,Domb & Reynolds-Brown,Green & Aument-Loughrey,Reynolds-Brown & Cohen,Gym & Neilson,Green & Neilson,Neilson & Goode,Domb & Aument & Loughrey,Steinke & Neilson,Green & Ayers,Aument-Loughrey & Gym,Green & Goode,Steinke & Cohen,Reynolds-Brown & Goode,Cohen & Neilson,Rizzo & Goode,Gym & Goode,Thomas & Goode,Greenlee & Rizzo,Domb & Greenlee,Ayers & Reynolds-Brown,Reynolds-Brown & Gym,Ayers & Aument-Loughrey,Reynolds-Brown & Thomas,Wyatt & Reynolds-Brown,Green & Cohen,Aument-Loughrey & Greenlee,Cohen & Cain,Gym & Rizzo,Ayers & Wyatt,Alexander & Cain,Ayers & Domb,Reynolds-Brown & Rizzo,Cain & Aument-Loughrey,Reynolds-Brown & Greenlee,Greenlee & Goode,Cain & Reynolds-Brown,Ayers & Cain,Ayers & Steinke,Green & Thomas,Aument-Loughrey & Rizzo,Cohen & Goode,Green & Cain,Cohen & Rizzo,Domb & Cohen,Neilson & Thomas,Domb & Thomas,Wyatt & Thomas,Cain & Gym,Cain & Rizzo,Ayers & Cohen,Alexander & Thomas,Rizzo & Thomas,Ayers & Alexander,Cohen & Greenlee,Steinke & Greenlee,Cain & Thomas,Alexander & Rizzo,Reynolds-Brown & Aument-Loughrey,Cain & Goode,Aument-Loughrey & Neilson,Alexander & Gym,Steinke & Aument-Loughrey,Cain & Steinke,Alexander & Wyatt,Aument-Loughrey & Thomas,Greenlee & Thomas,Ayers & Thomas,Alexander & Neilson,Alexander & Cohen,Ayers & Neilson,Aument-Loughrey & Cohen,Domb & Cain,Wyatt & Goode,Cain & Greenlee,Wyatt & Cain,Alexander & Goode,Alexander & Reynolds-Brown,Ayers & Goode,Reynolds-Brown & Green,Gym & Write-in,Ayers & Greenlee,Cain & Cohen,Alexander & Steinke,Wyatt & Aument-Loughrey,Cain & Neilson,Rizzo & Write-in,Alexander & Greenlee,Alexander & Aument-Loughrey,Thomas/Write & In,Green & Reynolds-Brown,Green & Alexander,Green & Steinke,Ayers & Rizzo,Alexander & Domb,Domb & Goode,Steinke & Thomas,Aument-Loughrey & Goode,Alexander & Write-In
40,45,4045,40-45,Ayers,9,Green & Reynolds-Brown,4,37,72,22,13,15,83,21,1,1,3,4,14,,7,6,,,2,3,,1,9,,,,2,1,,,,,,,,,,,,,1,,,,,,,1,,,,,,,,,1,2,,,,,1,,2,,,1,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,4,2,,,,,,,
40,46,4046,40-46,Alexander,7,Tie: Green & Neilson/Reynolds-Brown & Goode,3,57,64,22,13,22,78,12,,1,1,3,19,,5,5,1,,7,2,1,3,4,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,1,,,,3,1,,,2,,,,3,,,,,,,,,,1,,,1,,,,,,1,,1,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,2,,,,,1,,,
40,47,4047,40-47,Green,7,Tie: Wyatt & Neilson/Green & Neilson/Greenlee & Thomas,1,11,26,3,5,4,11,5,,,,2,7,1,,1,,1,3,2,,,4,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,48,4048,40-48,Alexander,8,Tie: Reynolds-Brown & Neilson/Green & Reynolds-Brown,2,20,40,16,18,15,92,6,1,1,1,7,6,,3,2,,,8,3,,1,1,,,,,,,,1,,,,,,,,,,2,,,,,,,,,,,,1,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,1,,,,,,,1,,,,,2,1,,,,1,,,
40,49,4049,40-49,Alexander,8,Rizzo & Goode,3,35,74,26,18,17,53,36,2,2,3,4,12,,1,3,,,8,,1,,2,,,,1,,,1,,,,,1,,,,1,,1,,,2,,2,,,,,,,,,,,1,,1,,1,,,,1,,3,,,,,,,,1,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,2,1,1,,,1,,,
40,50,4050,40-50,Reynolds Brown,5,Green & Reynolds-Brown,2,50,50,9,14,16,60,16,1,,,1,14,,5,3,,,2,2,3,,3,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,2,1,,,,,,,
40,51,4051,40-51,Green,6,Green & Domb,2,13,34,6,7,8,23,11,,,,2,6,,1,4,,,5,1,,,4,,,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,1,4101,41-1,Green,4,Tie: Domb & Rizzo/Wyatt & Steinke/Ayers & Thomas,1,18,22,3,6,2,23,1,3,,,3,4,1,2,,,,2,2,,1,3,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,2,4102,41-2,Green,4,Tie: Green & Ayers/Greenlee & Rizzo,1,15,11,2,4,2,27,,1,1,1,2,4,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,3,4103,41-3,Green,7,Reynolds-Brown & Steinke,2,11,22,6,2,6,31,1,,1,1,6,7,,,,,1,4,,,1,,,,,,,,1,,,1,,,,,1,,,,,,,,,,2,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,4,4104,41-4,Green,5,Domb & Rizzo,4,20,19,7,8,12,37,,3,2,,4,5,,,,,1,2,1,,,1,,,,,4,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
41,5,4105,41-5,Tie: Wyatt/Green/Cohen/Greenlee,2,Tie: Gym & Goode/Greenlee & Rizzo/Gym & Rizzo,1,7,10,3,5,4,22,,1,2,,1,2,,,,,2,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,6,4106,41-6,Domb,8,Domb & Rizzo,2,14,25,11,5,7,24,1,3,,2,8,2,,,,1,,3,3,,1,1,,1,,,2,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,
41,7,4107,41-7,Domb,9,Domb & Gym,2,10,22,4,2,3,21,1,3,,1,9,4,,,,,,1,1,1,,1,,,1,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,8,4108,41-8,Rizzo,5,Tie: Domb & Gym/Green & Wyatt/Ayers & Wyatt/Wyatt & Cain,1,17,22,4,4,5,20,4,5,,,3,3,,2,,,,1,1,1,,2,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
41,9,4109,41-9,Neilson,3,Gym & Thomas,2,13,12,6,2,6,26,3,1,,,2,2,1,,,,1,,2,,,,,,,1,,,1,,,,,,,,1,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
41,10,4110,41-10,Domb,5,Domb & Rizzo,2,9,19,8,9,10,36,2,2,,,5,2,2,1,,,,,2,1,1,1,,,,,2,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,
41,11,4111,41-11,Tie: Domb/Green,5,Tie: Domb & Rizzo/Wyatt & Cohen/Domb & Wyatt/Ayers & Rizzo,1,8,25,4,5,2,16,3,2,1,1,5,5,,1,2,,2,,,,,3,,,,,1,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
41,12,4112,41-12,Rizzo,5,Domb & Rizzo,2,28,23,7,19,1,25,,5,1,4,4,2,2,1,2,,,,1,,,1,,1,,,2,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,13,4113,41-13,Green,5,Domb & Cohen,2,7,27,5,3,7,28,3,2,1,1,2,5,2,1,2,,,1,1,1,1,4,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,
41,14,4114,41-14,Rizzo,5,Gym & Rizzo,2,17,18,8,8,5,34,1,5,1,1,4,1,,,,,,,2,,1,2,,,1,,,,1,,,,,,,,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,15,4115,41-15,Tie: Domb/Green,6,Tie: Domb & Rizzo/Steinke & Goode/Domb & Steinke/Reynolds-Brown & Steinke/Wyatt & Steinke/Gym & Neilson/Greenlee & Rizzo/Ayers & Reynolds-Brown/Ayers & Aument-Loughrey/Cohen & Rizzo/Domb & Cohen,1,20,30,11,7,4,34,2,2,2,,6,6,1,,,,,2,2,1,1,5,,,,,1,,,,,,,,,1,1,,,,,,,,,,1,1,,,,,,,1,,,,,,,,,,,,,,1,,1,,1,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,16,4116,41-16,Green,5,,0,18,18,,5,6,21,2,1,2,,2,5,,,1,,,,1,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,17,4117,41-17,Tie: Rizzo/Domb,2,Neilson & Rizzo,2,23,6,7,12,4,41,1,2,,,2,,,,,,,,,,,1,,,,,1,,2,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
41,18,4118,41-18,Tie: Neilson/Rizzo,5,Tie: Domb & Rizzo/Neilson & Rizzo/Domb & Neilson/Green & Neilson/Rizzo & Goode/Greenlee & Rizzo/Cohen & Goode/Steinke & Thomas,1,17,22,8,8,5,29,5,5,,,4,3,,1,,1,,,2,,,1,,,,,1,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
41,19,4119,41-19,Domb,6,Tie: Greenlee & Neilson/Greenlee & Gym/Steinke & Neilson,1,23,18,3,9,5,20,1,3,,1,6,4,,,1,,1,,,,,1,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,20,4120,41-20,Domb,6,Reynolds-Brown & Steinke,2,19,20,5,15,6,35,3,1,1,,6,1,,1,2,,,,,2,1,2,,,,,,,,,,,,,,,,,,,,,,,1,,2,,,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,21,4121,41-21,Rizzo,4,Tie: Green & Domb/Domb & Rizzo/Steinke & Rizzo/Wyatt & Rizzo/Domb & Neilson/Domb & Aument & Loughrey/Green & Goode/Thomas & Goode/Ayers & Rizzo/Domb & Goode,1,24,20,10,10,6,32,2,4,,,3,3,,1,,1,1,1,,,1,3,,,,1,1,,,,,,,,1,,,,,,,1,1,,,,,,,,,,,,,,,1,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,
41,22,4122,41-22,Green,7,Green & Greenlee,3,22,17,8,5,16,19,1,3,,1,1,7,,,,1,,1,1,,,1,,,3,,,,,,,,,1,,,2,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,
41,23,4123,41-23,Domb,5,Tie: Greenlee & Neilson/Neilson & Rizzo/Green & Rizzo/Green & Ayers,1,17,23,4,10,7,23,4,3,2,,5,2,,,,,,1,1,2,1,2,,,,,,1,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,24,4124,41-24,Neilson,9,Tie: Domb & Rizzo/Greenlee & Neilson,2,39,22,11,8,6,35,9,1,,1,,6,,2,,,,,1,,1,1,,,,,2,2,,1,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
41,25,4125,41-25,Neilson,5,Domb & Neilson,4,18,29,8,10,8,33,5,4,1,3,3,4,2,1,,,2,1,,1,1,1,,,,,1,,,,,,,,,,,,1,,,,4,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,26,4126,41-26,Neilson,7,Green & Ayers,2,11,25,4,9,5,22,7,3,1,2,4,3,,1,,1,,1,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
42,1,4201,42-1,Green,6,Green & Reynolds-Brown,2,40,30,6,12,13,51,2,2,,2,2,6,,3,2,1,2,3,4,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,
42,2,4202,42-2,Gym,5,Tie: Cohen & Thomas/Green & Gym/Green & Ayers/Rizzo & Goode/Reynolds-Brown & Thomas/Alexander & Cain/Reynolds-Brown & Rizzo/Neilson & Thomas/Alexander & Domb,1,40,27,9,7,2,18,2,1,1,5,1,4,,,2,,2,3,4,,1,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,1,,,,,,1,,,,,,,,1,,,,,,,1,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,
42,3,4203,42-3,Tie: Rizzo/Ayers,3,Tie: Green & Domb/Domb & Wyatt/Green & Reynolds-Brown,1,41,37,3,3,5,30,2,3,,2,,10,,,,1,,14,1,1,,3,,,,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
42,4,4204,42-4,Green,6,Green & Ayers,3,12,21,13,2,,28,5,,,,1,6,1,1,1,,,3,2,,,1,,,,,,,1,,,,,,,,,,,2,,,1,,,,,,1,,,,,,,1,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,
42,5,4205,42-5,Tie: Domb/Reynolds Brown/Alexander,4,Green & Ayers,4,48,31,13,10,2,24,1,1,1,,4,10,1,4,,,,4,1,,1,3,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,4,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,3,,,,,,,
42,6,4206,42-6,Tie: Green/Alexander,6,Domb & Gym,2,20,23,6,5,3,30,3,1,,,1,6,,,1,,,6,2,,,3,,,,,,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,7,4207,42-7,Neilson,4,Tie: Green & Reynolds-Brown/Green & Alexander,3,48,24,11,3,6,27,4,,,1,2,12,,3,1,,,,,,1,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,,,,,,,
42,8,4208,42-8,Domb,5,Tie: Greenlee & Neilson/Domb & Gym/Domb & Wyatt/Alexander & Thomas,1,26,26,4,4,4,41,2,,1,2,5,4,1,1,2,1,,4,,,,3,,,,,,1,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,9,4209,42-9,Neilson,5,Green & Ayers,3,34,29,6,5,2,25,5,,,1,2,10,1,1,1,,,4,2,,,2,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,10,4210,42-10,Tie: Thomas/Ayers,4,Reynolds-Brown & Goode,2,26,19,4,4,3,23,,1,,,3,3,1,,,,,2,4,,1,4,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,11,4211,42-11,Thomas,4,Tie: Domb & Rizzo/Alexander & Wyatt/Green & Reynolds-Brown/Green & Alexander,1,34,28,4,2,5,32,1,1,,,3,12,,1,,,,3,4,2,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,
42,12,4212,42-12,Green,8,Reynolds-Brown & Goode,2,34,25,4,8,2,23,,,,,3,8,1,1,1,,,1,6,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,2,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,13,4213,42-13,Tie: Domb/Alexander,6,Green & Ayers,3,52,49,17,22,12,72,4,,1,1,6,19,1,2,,,,6,5,,,4,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,1,,2,,,2,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,1,,,,,,,,,,,,,1,1,,,,,,,
42,14,4214,42-14,Thomas,7,Tie: Domb & Wyatt/Thomas & Goode,2,39,41,11,7,8,45,2,,1,,3,17,,3,,,1,3,7,1,1,2,,,,,,,1,,,,,,,,,1,,,,,,,2,,,,,,,,,,,,,,,,,,,1,,,,2,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
42,15,4215,42-15,Gym,7,Ayers & Gym,2,32,45,7,12,8,54,4,,3,7,3,12,1,4,,,1,1,6,1,,2,,,1,,,,1,,,,,,,,,,,,,,,,,,,,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
42,16,4216,42-16,Green,7,Tie: Domb & Reynolds-Brown/Thomas & Goode/Ayers & Reynolds-Brown/Reynolds-Brown & Thomas/Domb & Cain,1,25,21,5,4,5,51,,,1,,1,7,,1,,,,3,1,1,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
42,17,4217,42-17,Alexander,4,Reynolds-Brown & Thomas,2,34,31,10,9,11,41,2,,1,1,2,14,1,3,,,,4,1,,,2,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,,2,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
42,18,4218,42-18,Domb,5,Tie: Green & Greenlee/Domb & Rizzo/Cohen & Thomas/Domb & Reynolds-Brown/Green & Aument-Loughrey/Green & Neilson/Green & Ayers/Reynolds-Brown & Goode/Thomas & Goode/Green & Cohen/Greenlee & Goode/Domb & Cohen/Neilson & Thomas/Domb & Thomas/Ayers & Alexander/Green & Alexander,1,30,40,16,8,14,73,1,1,1,,5,13,2,3,2,,1,2,4,1,,4,,,1,,1,,,,,,,,,,,,,,1,,,,,,,,,,,1,1,,,1,,,,1,,,,1,,,,1,,,,,,,,1,,,,,,,,,,1,,,,,,,,,1,1,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,
42,19,4219,42-19,Thomas,7,Tie: Green & Greenlee/Gym & Thomas/Steinke & Cohen/Reynolds-Brown & Goode/Green & Cohen/Gym & Rizzo/Cain & Goode/Domb & Cain/Green & Reynolds-Brown/Green & Alexander,1,38,48,10,9,10,41,2,,3,3,5,13,,2,1,1,1,5,7,,3,2,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,1,,,,,,,
42,20,4220,42-20,Ayers,5,Tie: Ayers & Domb/Green & Alexander,2,54,38,9,17,7,49,2,,3,,4,14,,3,1,,1,3,1,,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,2,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,2,,,,,,,
42,21,4221,42-21,Green,6,Tie: Greenlee & Gym/Steinke & Gym/Green & Neilson/Green & Thomas,1,42,18,4,8,4,29,,,1,,3,6,1,2,,,,,3,,,2,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,22,4222,42-22,Green,9,Tie: Reynolds-Brown & Steinke/Green & Ayers/Alexander & Reynolds-Brown/Ayers & Rizzo,1,40,35,4,3,2,23,4,3,1,,,9,1,2,,,1,5,2,1,,6,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,,,
