Ward,Division,WardDiv,Ward-Division,Top Bullet,Top Bullet Votes,Top Pair,Top Pair Votes,0 Votes,1 Votes,2 Votes,3 Votes,4 Votes,5 Votes,Neilson,Rizzo,Wyatt,Gym,Domb,Green,Steinke,Reynolds Brown,Goode,Aument-Loughrey,Cohen,Alexander,Thomas,Greenlee,Cain,Ayers,Write in,Wyatt & Neilson,Green & Greenlee,Green & Domb,Domb & Rizzo,Greenlee & Neilson,Neilson & Rizzo,Domb & Gym,Wyatt & Greenlee,Greenlee & Gym,Wyatt & Cohen,Green & Rizzo,Steinke & Rizzo,Steinke & Goode,Domb & Steinke,Green & Wyatt,Cohen & Gym,Reynolds-Brown & Neilson,Cohen & Thomas,Wyatt & Rizzo,Domb & Neilson,Wyatt & Gym,Domb & Wyatt,Gym & Thomas,Reynolds-Brown & Steinke,Wyatt & Steinke,Green & Gym,Steinke & Gym,Ayers & Gym,Domb & Reynolds-Brown,Green & Aument-Loughrey,Reynolds-Brown & Cohen,Gym & Neilson,Green & Neilson,Neilson & Goode,Domb & Aument & Loughrey,Steinke & Neilson,Green & Ayers,Aument-Loughrey & Gym,Green & Goode,Steinke & Cohen,Reynolds-Brown & Goode,Cohen & Neilson,Rizzo & Goode,Gym & Goode,Thomas & Goode,Greenlee & Rizzo,Domb & Greenlee,Ayers & Reynolds-Brown,Reynolds-Brown & Gym,Ayers & Aument-Loughrey,Reynolds-Brown & Thomas,Wyatt & Reynolds-Brown,Green & Cohen,Aument-Loughrey & Greenlee,Cohen & Cain,Gym & Rizzo,Ayers & Wyatt,Alexander & Cain,Ayers & Domb,Reynolds-Brown & Rizzo,Cain & Aument-Loughrey,Reynolds-Brown & Greenlee,Greenlee & Goode,Cain & Reynolds-Brown,Ayers & Cain,Ayers & Steinke,Green & Thomas,Aument-Loughrey & Rizzo,Cohen & Goode,Green & Cain,Cohen & Rizzo,Domb & Cohen,Neilson & Thomas,Domb & Thomas,Wyatt & Thomas,Cain & Gym,Cain & Rizzo,Ayers & Cohen,Alexander & Thomas,Rizzo & Thomas,Ayers & Alexander,Cohen & Greenlee,Steinke & Greenlee,Cain & Thomas,Alexander & Rizzo,Reynolds-Brown & Aument-Loughrey,Cain & Goode,Aument-Loughrey & Neilson,Alexander & Gym,Steinke & Aument-Loughrey,Cain & Steinke,Alexander & Wyatt,Aument-Loughrey & Thomas,Greenlee & Thomas,Ayers & Thomas,Alexander & Neilson,Alexander & Cohen,Ayers & Neilson,Aument-Loughrey & Cohen,Domb & Cain,Wyatt & Goode,Cain & Greenlee,Wyatt & Cain,Alexander & Goode,Alexander & Reynolds-Brown,Ayers & Goode,Reynolds-Brown & Green,Gym & Write-in,Ayers & Greenlee,Cain & Cohen,Alexander & Steinke,Wyatt & Aument-Loughrey,Cain & Neilson,Rizzo & Write-in,Alexander & Greenlee,Alexander & Aument-Loughrey,Thomas/Write & In,Green & Reynolds-Brown,Green & Alexander,Green & Steinke,Ayers & Rizzo,Alexander & Domb,Domb & Goode,Steinke & Thomas,Aument-Loughrey & Goode,Alexander & Write-In
39,38,3938,39-38,Rizzo,8,Tie: Domb & Rizzo/Domb & Wyatt,3,31,33,14,13,12,67,1,8,3,6,7,4,,1,,,1,1,,1,,,,,,,3,,,1,,1,,,,,1,,,,,,,,3,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,39,3939,39-39,Green,2,Domb & Rizzo,4,40,30,13,75,13,31,1,10,,,14,2,,,,,,1,,1,1,,,,,,4,2,,,,,,,1,,1,,,,,,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,40,3940,39-40,Rizzo,4,Tie: Aument-Loughrey & Rizzo/Alexander & Rizzo/Wyatt & Cain,1,23,25,3,5,3,15,,4,,11,2,3,1,,,,,1,2,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
39,41,3941,39-41,Rizzo,9,Domb & Rizzo,6,50,48,30,22,8,34,8,9,2,2,13,3,,,,1,1,1,2,4,,2,,,,,6,4,,2,,,,1,1,,2,,1,,,,1,,,,,1,,,,,,,,,,,,1,,,,,,,,,3,1,,,1,,,,,,2,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,
39,42,3942,39-42,Rizzo,8,Tie: Green & Domb/Domb & Rizzo/Neilson & Rizzo/Greenlee & Gym/Steinke & Rizzo/Domb & Steinke/Wyatt & Rizzo/Domb & Wyatt/Green & Gym/Domb & Aument & Loughrey/Domb & Greenlee/Aument-Loughrey & Greenlee/Domb & Cohen,1,34,33,13,17,15,27,4,8,,2,11,2,,,,2,1,,,,,3,,,,1,1,,1,,,1,,,1,,1,,,,,1,,,1,,,,1,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,43,3943,39-43,Tie: Rizzo/Domb,8,Tie: Domb & Rizzo/Greenlee & Neilson,2,33,28,13,11,15,58,4,8,,3,8,,2,,,,1,,,2,,,,,,1,2,2,1,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,
39,44,3944,39-44,Rizzo,9,Domb & Neilson,2,34,36,14,15,8,37,8,9,2,5,6,1,,,2,,,,,,3,,,,,,1,,1,1,,,,,,,,,1,,,,2,,1,,,1,,,,1,,,,1,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
39,45,3945,39-45,Rizzo,9,Domb & Rizzo,6,38,50,28,24,22,87,4,9,,7,12,7,2,,,4,1,1,,1,1,1,,1,,,6,,1,1,,1,,1,2,,2,,2,,,1,,1,,,,1,,,,1,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,
39,46,3946,39-46,Gym,6,Wyatt & Steinke,4,69,56,37,36,16,79,,12,,6,27,1,5,2,,,1,,,,,2,,,,,3,1,,2,,1,1,,2,,1,,3,,,,,3,2,,,4,,2,1,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,1,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,
40,01,4001,40-01,Green,7,Tie: Domb & Wyatt/Green & Ayers/Green & Goode/Cohen & Rizzo/Alexander & Reynolds-Brown/Ayers & Goode/Green & Alexander,1,20,26,7,8,4,25,1,1,1,1,4,7,1,1,2,,,3,,,1,3,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,1,,,,,,,
40,2,4002,40-2,Reynolds Brown,9,Reynolds-Brown & Goode,3,39,52,11,10,10,37,,,1,,4,19,,9,8,,,6,2,,1,2,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1,,,,3,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,,,,,
40,03,4003,40-03,Tie: Domb/Reynolds Brown,7,Green & Ayers,4,88,58,17,14,14,67,,1,,1,7,14,,7,5,1,,15,3,,,4,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,1,,,,,,,,,1,,,1,,,,,,,,,,,,,,1,,,,,,,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,3,,,,,,,
40,04,4004,40-04,Alexander,95,Tie: Green & Ayers/Cohen & Neilson,1,29,118,2,9,3,15,,,2,,4,6,,5,,,,95,1,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,05,4005,40-05,Tie: Alexander/Ayers,8,Green & Alexander,9,57,54,43,41,13,33,3,,,2,7,17,,2,6,,,8,1,,,8,,,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,1,,,,16,,,,2,,1,,,,,,,,,,,,,,,1,1,1,,,,,,,2,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,9,,1,,,,,
40,06,4006,40-06,Domb,7,Tie: Green & Domb/Domb & Rizzo/Green & Neilson/Green & Goode/Ayers & Wyatt/Ayers & Cain/Alexander & Wyatt/Alexander & Cohen/Green & Alexander,1,38,37,9,7,5,14,1,,,1,7,15,1,3,4,1,,,1,,1,2,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,
40,07,4007,40-07,Tie: Domb/Alexander,8,Tie: Green & Wyatt/Domb & Wyatt/Reynolds-Brown & Steinke/Domb & Reynolds-Brown/Green & Ayers/Reynolds-Brown & Goode/Cain & Greenlee/Green & Reynolds-Brown,1,70,44,8,11,7,43,,,,,8,16,,4,,,,8,2,1,1,4,,,,,,,,,,,,,,,,1,,,,,,,1,,1,,,,,1,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,
40,08,4008,40-08,Goode,7,Tie: Reynolds-Brown & Neilson/Green & Ayers/Reynolds-Brown & Rizzo,2,33,37,10,4,9,23,1,1,2,2,4,11,,2,7,,,3,1,,1,2,,,,1,,,,,,,,1,,,,,,2,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,
40,09,4009,40-09,Ayers,8,Green & Alexander,2,48,47,7,14,7,36,1,1,,1,4,14,1,1,6,,,3,6,1,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,1,1,,,,,,,,,,,,,2,,,,,,,
40,10,4010,40-10,Tie: Alexander/Ayers,3,Tie: Green & Gym/Green & Ayers/Reynolds-Brown & Goode/Greenlee & Goode,1,23,21,4,5,10,14,,1,,,1,10,,2,1,,,3,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,11,4011,40-11,Tie: Goode/Ayers,6,Tie: Green & Ayers/Ayers & Thomas,1,55,32,2,6,4,17,1,,,,,13,,1,6,,,5,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,12,4012,40-12,Green,8,Tie: Reynolds-Brown & Neilson/Green & Reynolds-Brown,1,30,28,2,12,5,19,,,1,,1,8,,2,2,,,3,1,1,2,7,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
40,13,4013,40-13,Tie: Goode/Alexander,6,Thomas & Goode,3,50,39,11,9,3,35,1,1,2,,3,10,,4,6,,1,6,1,,1,3,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,1,,,,1,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
40,14,4014,40-14,Ayers,6,Green & Ayers,3,23,35,13,11,10,39,1,1,2,2,2,10,,3,4,,,2,1,,1,6,,,,1,,,,,,,,1,,,,,,,,,,,2,,,,,,,1,,,,,,,,3,,,,1,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,
40,15,4015,40-15,Tie: Domb/Goode/Alexander,3,Green & Ayers,2,31,29,4,6,2,20,,,,,3,14,,2,3,2,,3,,,,2,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,16,4016,40-16,Alexander,6,Tie: Domb & Rizzo/Reynolds-Brown & Steinke/Green & Ayers/Ayers & Reynolds-Brown/Green & Reynolds-Brown/Green & Alexander,1,26,28,6,7,4,24,,,2,,1,11,,1,1,1,1,6,1,,1,2,,,,,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,
40,17,4017,40-17,Green,7,Domb & Reynolds-Brown,2,24,25,10,12,4,17,3,1,,1,1,7,1,1,2,,,3,2,,2,1,,,,,,1,,,,,,,,,,1,,,,,,,,,1,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,
40,18,4018,40-18,Green,4,Tie: Thomas & Goode/Neilson & Thomas,1,26,25,2,5,,18,1,,2,1,1,4,,1,3,,1,3,3,1,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,19,4019,40-19,Tie: Rizzo/Green/Alexander,3,Domb & Greenlee,2,42,20,2,6,2,23,,3,,,2,3,,2,2,,,3,2,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,20,4020,40-20,Green,9,Tie: Green & Ayers/Gym & Rizzo,1,31,30,2,5,2,8,2,,,2,4,9,,1,1,1,3,3,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,21,4021,40-21,Tie: Gym/Green,5,Green & Alexander,3,15,18,8,1,3,16,,1,3,5,,5,,,2,,,1,,,,1,,,,,1,,,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,
40,22,4022,40-22,Neilson,7,Tie: Domb & Rizzo/Neilson & Goode/Green & Ayers/Cohen & Neilson/Reynolds-Brown & Gym/Green & Thomas,1,21,42,6,5,4,27,7,2,,2,4,11,,1,5,,,4,2,1,,3,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,23,4023,40-23,Tie: Domb/Green,5,Tie: Green & Domb/Domb & Rizzo/Cohen & Thomas/Green & Gym/Ayers & Gym/Green & Ayers/Alexander & Thomas/Green & Alexander,1,49,29,8,3,2,27,,1,1,2,5,5,,2,4,3,,4,,,1,1,,,,1,1,,,,,,,,,,,,,,1,,,,,,,,1,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,
40,24,4024,40-24,Tie: Green/Reynolds Brown,6,Green & Alexander,4,63,44,14,10,11,44,,1,2,,2,6,,6,3,,,2,3,1,1,17,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,2,,1,,,,1,,1,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,4,,,,,,,
40,25,4025,40-25,Green,8,Tie: Green & Rizzo/Reynolds-Brown & Goode/Cohen & Neilson/Gym & Goode/Alexander & Neilson/Alexander & Reynolds-Brown,1,41,48,6,8,7,39,1,1,,1,3,8,,10,6,,2,3,5,,3,5,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
40,26,4026,40-26,Green,6,Thomas & Goode,2,34,21,8,8,,14,,,,1,2,6,,2,2,1,,2,,,1,4,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,2,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,1,,,,,,,
40,27,4027,40-27,Green,8,Tie: Cohen & Thomas/Reynolds-Brown & Goode/Ayers & Alexander/Greenlee & Thomas/Ayers & Rizzo,1,37,32,5,7,4,18,,,,1,3,8,,1,4,,,5,2,1,,7,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
40,28,4028,40-28,Alexander,7,Green & Reynolds-Brown,2,48,44,13,17,9,42,,1,,2,4,13,1,4,3,,1,7,1,1,,6,,,,,,,,,,,,,,,,1,,,1,,1,,,1,,,,,,,1,,,,,,,1,1,1,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,,,,,,,
40,29,4029,40-29,Ayers,7,Tie: Green & Domb/Greenlee & Neilson/Green & Wyatt/Reynolds-Brown & Neilson/Green & Neilson/Green & Thomas/Domb & Thomas/Ayers & Alexander/Alexander & Neilson/Steinke & Thomas,1,46,38,10,5,8,27,5,,1,1,2,10,,1,3,,,5,3,,,7,,,,1,,1,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
40,30,4030,40-30,Goode,7,Green & Ayers,2,36,36,9,6,11,43,2,,,,2,13,,2,7,,,5,1,3,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,2,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,
40,31,4031,40-31,Green,8,Tie: Green & Domb/Domb & Rizzo/Reynolds-Brown & Neilson/Green & Gym/Domb & Reynolds-Brown/Green & Neilson/Thomas & Goode/Reynolds-Brown & Thomas/Greenlee & Goode/Cain & Reynolds-Brown/Neilson & Thomas/Alexander & Domb,1,29,37,12,13,6,48,5,1,1,2,4,8,,3,4,1,,5,,,1,2,,,,1,1,,,,,,,,,,,,,1,,,,,,,,,1,,,1,,,,1,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,1,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,
40,32,4032,40-32,Ayers,9,Domb & Goode,3,27,49,15,7,5,47,14,,,1,5,8,2,2,2,,,4,2,,,9,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,1,,,,1,,,,,,,1,,,,,,,,,1,,,1,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,3,,,
40,33,4033,40-33,Green,6,Tie: Greenlee & Neilson/Domb & Neilson/Green & Neilson/Neilson & Goode/Cohen & Neilson/Neilson & Thomas/Domb & Thomas/Alexander & Gym/Steinke & Aument-Loughrey/Alexander & Domb,1,14,30,10,5,5,7,15,,,1,3,6,,1,,,1,,,,1,2,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,
40,34,4034,40-34,Neilson,7,Neilson & Goode,3,21,26,11,7,10,27,7,,,,,11,,2,2,,,3,,,,1,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,3,,,1,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,1,,,
40,35,4035,40-35,Reynolds Brown,9,Tie: Reynolds-Brown & Neilson/Domb & Neilson/Green & Neilson/Neilson & Goode/Green & Goode/Thomas & Goode/Ayers & Wyatt/Ayers & Alexander/Alexander & Neilson/Ayers & Neilson/Green & Reynolds-Brown/Green & Alexander,1,28,53,12,6,5,36,17,3,,,5,3,1,9,2,,,4,4,,2,3,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,1,1,,,,,1,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,
40,36,4036,40-36,Green,8,Neilson & Goode,2,28,35,11,8,7,31,13,3,,1,2,8,,,,,,2,1,,1,4,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,2,,,,,,,,,,,1,,,,1,,,,,,,,,,,1,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,37,4037,40-37,Tie: Alexander/Ayers,6,Tie: Domb & Reynolds-Brown/Green & Neilson/Reynolds-Brown & Goode/Reynolds-Brown & Gym/Green & Alexander,2,31,78,22,16,12,69,31,1,,3,4,15,,2,3,,1,6,4,1,1,6,,,,1,,,1,,,,,,,,,,1,1,,,1,,,1,1,,,,,2,,,,2,,,,,,,,2,,,,1,,,,2,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,2,,,,,,,
40,38,4038,40-38,Ayers,9,Tie: Neilson & Goode/Reynolds-Brown & Goode/Gym & Goode/Reynolds-Brown & Thomas,2,37,69,25,25,23,110,13,,2,4,5,11,,8,4,,1,7,5,,,9,,1,,1,,,,,,,,,,,,1,1,,,,,,,,1,,,,,,,,,,2,,,1,,,,2,,,2,1,,,,,,2,,,,,,1,,,1,,,1,,,,1,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,1,,,,,1,,
40,39,4039,40-39,Green,9,Greenlee & Neilson,2,33,27,8,7,6,16,,1,,,4,9,1,3,3,1,1,1,2,,,1,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,1,,,,,,
40,40,4040,40-40,Neilson,9,Tie: Green & Domb/Reynolds-Brown & Goode/Green & Cain/Alexander & Reynolds-Brown,2,42,52,28,23,27,123,9,,,1,3,15,,5,8,,2,4,2,,,3,,,,2,1,,,,,,,1,,,,,,1,,,,,,,,,,,,1,,,,,,,,1,,,,2,,,,1,,1,,1,,1,,,,,,1,,,1,,,,,,,,,,2,,,,1,1,,,,,1,,,,,,,,,,,,,,,,,,,,1,,,,,2,,,,,,,1,1,,,,,1,1,,,1,,,,
40,41,4041,40-41,Green,9,Green & Neilson,6,23,48,23,8,4,33,22,,,3,2,9,,3,3,,,2,1,,,3,,,1,,,2,,,,,,,,,,,,,,,2,,,,,,,,,,,1,1,6,,,,2,,1,,2,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,
40,42,4042,40-42,Neilson,8,Tie: Reynolds-Brown & Thomas/Green & Alexander,2,29,52,10,12,11,66,8,2,1,,6,13,,4,4,,,6,5,,,3,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,2,,,1,,,,
40,43,4043,40-43,Tie: Neilson/Alexander,7,Tie: Neilson & Rizzo/Domb & Wyatt/Ayers & Thomas/Ayers & Neilson/Green & Alexander,1,43,41,5,7,1,27,7,1,,2,6,10,,1,2,1,,7,,,,4,,,,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,
40,44,4044,40-44,Tie: Reynolds Brown/Goode,7,Tie: Reynolds-Brown & Neilson/Reynolds-Brown & Thomas/Alexander & Gym,2,40,74,18,18,14,79,4,2,,2,5,17,,7,7,,1,20,3,1,,5,,,,,,,,,,,,1,,,,,,2,,,,,,1,,,,,,,,,,1,,,,,,,,1,1,,,,,,1,,,2,,,,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,2,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,1,1,,,,,,,
